store_id,store_name,product_category,date,unit_sales,dollar_sales,store_zip,promotion_flag
LA005,Store_5,Snacks,2024-09-17,33.0,608.1,90003,False
LA005,Store_5,Produce,2024-09-17,32.0,316.15,90001,True
LA002,Store_2,Personal Care,2024-09-17,1.0,15.0,90003,False
LA008,Store_8,household,2024-09-17,3.0,17.91,90002,True
LA006,Store_6,Beverages,2024-09-17,20.0,206.23,90001,True
LA002,Store_2,Snacks,2024-09-17,3.0,19.38,90003,False
LA010,Store_10,Personal Care,2024-09-17,8.0,127.77,90005,True
LA002,Store_2,Produce,2024-09-17,33.0,533.13,90003,True
LA008,Store_8,Personal Care,2024-09-17,50.0,468.49,90004,True
LA002,Store_2,Snacks,2024-09-17,20.0,99.28,90005,False
LA008,Store_8,Personal Care,2024-09-17,10.0,129.13,90005,True
LA009,Store_9,Snacks,2024-09-17,25.0,159.29,90003,True
LA001,Store_1,Personal Care,2024-09-17,12.0,47.12,90003,True
LA010,Store_10,Snacks,2024-09-17,44.0,389.54,90002,True
LA004,Store_4,Snacks,2024-09-17,36.0,175.77,90002,False
LA008,Store_8,Household,2024-09-17,39.0,350.82,90005,False
LA003,Store_3,Personal Care,2024-09-17,27.0,343.86,900XX,False
LA006,Store_6,Household,2024-09-17,11.0,188.45,900XX,True
LA006,Store_6,Snacks,2024-09-17,12.0,136.45,90002,True
LA004,Store_4,Household,2024-09-17,25.0,261.35,90001,False
LA001,Store_1,Snacks,2024-09-17,29.0,144.45,90002,True
LA007,Store_7,Personal Care,2024-09-17,24.0,425.92,90004,False
LA002,Store_2,Snacks,2024-09-17,31.0,279.13,900XX,False
LA009,Store_9,Beverages,2024-09-17,17.0,181.26,90002,False
LA005,Store_5,Beverages,2024-09-17,47.0,153.55,90001,False
LA010,Store_10,Beverages,2024-09-17,15.0,146.62,900XX,False
LA004,Store_4,Produce,2024-09-17,26.0,512.43,90001,True
LA006,Store_6,Personal Care,2024-09-17,34.0,196.43,900XX,True
LA008,Store_8,Beverages,2024-09-17,31.0,566.97,90005,True
LA008,Store_8,Beverages,2024-09-17,34.0,612.63,900XX,True
LA006,Store_6,Beverages,2024-09-17,7.0,129.63,90003,False
LA007,Store_7,Personal Care,2024-09-17,31.0,513.82,90001,True
LA009,Store_9,Household,2024-09-17,42.0,617.32,90005,False
LA002,Store_2,Personal Care,2024-09-17,13.0,140.77,90004,True
LA002,Store_2,Snacks,2024-09-17,32.0,503.07,90001,False
