store_id,store_name,product_category,date,unit_sales,dollar_sales,store_zip,promotion_flag
LA002,Store_2,Personal Care,2024-09-13,39.0,777.28,900XX,False
LA005,Store_5,Snacks,2024-09-13,43.0,585.62,90004,False
LA002,Store_2,produce,2024-09-13,13.0,85.61,900XX,False
LA006,Store_6,Produce,2024-09-13,34.0,248.48,900XX,False
LA005,Store_5,Snacks,2024-09-13,29.0,451.46,900XX,False
LA001,Store_1,Personal Care,2024-09-13,15.0,175.74,900XX,True
LA006,Store_6,Snacks,2024-09-13,12.0,225.13,90004,True
LA001,Store_1,Household,2024-09-13,31.0,365.84,90003,False
LA009,Store_9,Snacks,2024-09-13,50.0,866.17,90001,True
LA005,Store_5,Household,2024-09-13,19.0,192.87,90005,True
LA001,Store_1,Snacks,2024-09-13,4.0,56.26,900XX,True
LA008,Store_8,Personal Care,2024-09-13,43.0,109.85,90005,True
LA006,Store_6,Snacks,2024-09-13,50.0,630.64,90003,False
LA009,Store_9,Household,2024-09-13,36.0,,90001,True
LA004,Store_4,Produce,2024-09-13,48.0,315.53,90003,False
LA001,Store_1,Produce,2024-09-13,43.0,493.74,90005,False
LA006,Store_6,Produce,2024-09-13,48.0,590.15,90001,True
LA008,Store_8,Produce,2024-09-13,27.0,169.95,90003,True
LA007,Store_7,Household,2024-09-13,4.0,26.59,90002,False
LA010,Store_10,Snacks,2024-09-13,42.0,456.0,90001,True
LA006,Store_6,Household,2024-09-13,1.0,7.12,90002,False
