store_id,store_name,product_category,date,unit_sales,dollar_sales,store_zip,promotion_flag
LA009,Store_9,Household,2024-09-08,50.0,798.4,90001,True
LA003,Store_3,Produce,2024-09-08,35.0,235.53,90002,False
LA001,Store_1,Snacks,2024-09-08,2.0,26.37,90002,True
LA005,Store_5,Personal Care,2024-09-08,45.0,287.08,900XX,False
LA001,Store_1,Household,2024-09-08,46.0,326.09,900XX,False
LA002,Store_2,Produce,2024-09-08,38.0,726.34,90005,False
LA002,Store_2,Personal Care,2024-09-08,37.0,313.07,900XX,False
LA004,Store_4,Snacks,2024-09-08,10.0,33.89,90005,True
LA010,Store_10,Beverages,2024-09-08,38.0,404.63,900XX,False
LA009,Store_9,Snacks,2024-09-08,4.0,15.21,90001,False
LA003,Store_3,Snacks,2024-09-08,46.0,358.7,90005,True
LA006,Store_6,Household,2024-09-08,18.0,52.31,90001,True
LA007,Store_7,Produce,2024-09-08,9.0,26.77,90004,False
LA005,Store_5,Snacks,2024-09-08,48.0,341.53,900XX,True
LA002,Store_2,Personal Care,2024-09-08,21.0,47.7,90001,False
LA001,Store_1,Produce,2024-09-08,20.0,160.09,90003,False
LA005,Store_5,Produce,2024-09-08,18.0,299.05,90001,False
LA010,Store_10,Produce,2024-09-08,15.0,92.35,90005,True
LA004,Store_4,Snacks,2024-09-08,40.0,265.8,90003,False
LA009,Store_9,Personal Care,2024-09-08,50.0,663.82,900XX,True
