store_id,store_name,product_category,date,unit_sales,dollar_sales,store_zip,promotion_flag
LA004,Store_4,Produce,2024-09-30,46.0,352.55,90003,False
LA001,Store_1,Household,2024-09-30,37.0,525.11,900XX,False
LA008,Store_8,Household,2024-09-30,12.0,239.34,90003,False
LA006,Store_6,Produce,2024-09-30,18.0,301.86,900XX,False
LA006,Store_6,Produce,2024-09-30,15.0,204.87,90002,False
LA006,Store_6,Household,2024-09-30,25.0,233.95,90003,False
LA006,Store_6,Household,2024-09-30,33.0,302.55,90003,False
LA005,Store_5,Produce,2024-09-30,45.0,310.01,900XX,True
LA009,Store_9,Snacks,2024-09-30,27.0,371.31,90003,False
LA003,Store_3,Personal Care,2024-09-30,40.0,574.33,90005,True
LA006,Store_6,Household,2024-09-30,9.0,80.67,90001,False
LA001,Store_1,Personal Care,2024-09-30,2.0,,90003,False
LA006,Store_6,Produce,2024-09-30,2.0,29.32,90002,False
LA002,Store_2,Beverages,2024-09-30,37.0,593.18,90003,False
LA004,Store_4,Personal Care,2024-09-30,48.0,514.57,90003,False
LA008,Store_8,Snacks,2024-09-30,45.0,845.83,90001,False
LA001,Store_1,Personal Care,2024-09-30,25.0,237.45,90002,False
LA002,Store_2,Beverages,2024-09-30,36.0,256.35,90002,False
LA008,Store_8,Personal Care,2024-09-30,37.0,77.1,90003,True
LA010,Store_10,Beverages,2024-09-30,41.0,655.73,90005,False
LA001,Store_1,Household,2024-09-30,27.0,162.16,90004,True
LA006,Store_6,Beverages,2024-09-30,4.0,15.84,900XX,True
LA003,Store_3,Produce,2024-09-30,1.0,9.52,90001,True
LA008,Store_8,Snacks,2024-09-30,2.0,8.3,90003,False
