store_id,store_name,product_category,date,unit_sales,dollar_sales,store_zip,promotion_flag
LA006,Store_6,Snacks,2024-09-10,29.0,493.21,90001,False
LA009,Store_9,Beverages,2024-09-10,9.0,60.84,90002,True
LA009,Store_9,Personal Care,2024-09-10,21.0,194.11,90004,False
LA002,Store_2,Produce,2024-09-10,43.0,575.9,90003,False
LA006,Store_6,Personal Care,2024-09-10,27.0,315.58,90004,True
LA005,Store_5,Household,2024-09-10,8.0,17.11,90005,False
LA005,Store_5,Beverages,2024-09-10,37.0,524.63,90002,False
LA001,Store_1,Personal Care,2024-09-10,44.0,657.52,90003,False
LA010,Store_10,Beverages,2024-09-10,43.0,763.89,90003,True
LA002,Store_2,Personal Care,2024-09-10,47.0,900.6,90004,True
LA003,Store_3,Personal Care,2024-09-10,50.0,843.24,90004,False
LA006,Store_6,Snacks,2024-09-10,7.0,62.33,90003,False
LA008,Store_8,Household,2024-09-10,30.0,87.04,900XX,True
LA004,Store_4,Personal Care,2024-09-10,12.0,236.43,90004,True
LA005,Store_5,Produce,2024-09-10,18.0,169.78,90005,True
LA007,Store_7,Personal Care,2024-09-10,24.0,248.31,90001,True
LA004,Store_4,Personal Care,2024-09-10,26.0,465.9,90001,False
LA008,Store_8,snacks,2024-09-10,8.0,145.39,90004,True
LA005,Store_5,Produce,2024-09-10,36.0,281.9,90005,True
LA009,Store_9,Produce,2024-09-10,47.0,667.76,90003,True
LA004,Store_4,Personal Care,2024-09-10,7.0,93.46,90002,False
LA003,Store_3,Beverages,2024-09-10,7.0,34.76,90005,True
LA001,Store_1,Personal Care,2024-09-10,44.0,516.82,90001,True
LA007,Store_7,Produce,2024-09-10,32.0,88.33,90004,False
LA007,Store_7,Personal Care,2024-09-10,39.0,594.79,90004,False
