store_id,store_name,product_category,date,unit_sales,dollar_sales,store_zip,promotion_flag
LA003,Store_3,Produce,2024-09-20,20.0,186.19,90005,True
LA006,Store_6,Personal Care,2024-09-20,42.0,144.72,90003,False
LA004,Store_4,Household,2024-09-20,15.0,201.89,90002,False
LA010,Store_10,Produce,2024-09-20,25.0,258.22,90003,True
LA005,Store_5,Personal Care,2024-09-20,13.0,250.02,90003,False
LA010,Store_10,snacks,2024-09-20,30.0,117.77,90004,False
LA010,Store_10,Beverages,2024-09-20,20.0,279.79,90002,True
LA001,Store_1,Beverages,2024-09-20,43.0,169.68,90001,True
LA010,Store_10,Snacks,2024-09-20,27.0,457.7,90001,True
LA006,Store_6,Beverages,2024-09-20,44.0,784.92,90004,True
LA006,Store_6,Beverages,2024-09-20,43.0,264.29,90002,False
LA007,Store_7,Produce,2024-09-20,19.0,281.37,90004,True
LA005,Store_5,Snacks,2024-09-20,1.0,11.87,90002,True
LA002,Store_2,Produce,2024-09-20,1.0,6.4,90001,False
LA003,Store_3,Beverages,2024-09-20,49.0,369.9,90002,False
LA008,Store_8,Household,2024-09-20,20.0,159.64,90004,True
LA007,Store_7,Produce,2024-09-20,29.0,160.14,90004,False
LA003,Store_3,Household,2024-09-20,18.0,313.95,900XX,True
LA001,Store_1,Beverages,2024-09-20,4.0,75.57,90001,True
LA008,Store_8,Snacks,2024-09-20,38.0,119.75,90001,True
LA006,Store_6,Personal Care,2024-09-20,3.0,11.64,90004,True
LA008,Store_8,Household,2024-09-20,44.0,836.73,90004,True
LA003,Store_3,Snacks,2024-09-20,46.0,535.24,900XX,True
LA001,Store_1,Snacks,2024-09-20,38.0,436.08,900XX,False
LA005,Store_5,Produce,2024-09-20,7.0,109.78,90004,False
